label,youtube_id,time_start,time_end,split
steer roping,BfXt0jNPpgg,1,11,train
steer roping,ppcxWHUgaFY,0,10,train
steer roping,FHxv5n5CrsA,0,10,train
steer roping,JSlhOMF0JOA,0,10,train
steer roping,KAAsMHnzKTg,7,17,train
steer roping,EGc2Bfiuvf8,0,10,train
steer roping,3r5W1HrtZ_Y,0,10,train
steer roping,Go95Mo7qLXc,37,47,train
steer roping,MGpYPE6l0Q0,0,10,train
steer roping,lydhIyp4jRo,0,10,train
steer roping,Au2rq5Vchc8,0,10,train
steer roping,v0P8cJML2JY,53,63,train
steer roping,NGJKb3GiebQ,32,42,train
steer roping,g688nwyO2lY,28,38,train
steer roping,uK8Z2_4Kex0,10,20,train
steer roping,H108nIcc5Lc,5,15,train
steer roping,DfiRlIy7h8s,0,10,train
steer roping,0IE6R_Q7vxc,68,78,train
steer roping,AbFLylNsXBc,3,13,train
steer roping,Rou-6XWxtF8,0,10,train
steer roping,pS9VaoRSXTI,0,10,train
steer roping,RAOHARtU_j8,32,42,train
steer roping,aZ2mvlE39Ko,3,13,train
steer roping,T9kpVuMh-jA,32,42,train
steer roping,MfadsibNFEk,30,40,train
steer roping,azdb3OjYoZ8,2,12,train
steer roping,71Px7ORqkXM,0,10,train
steer roping,xo4MH_PtEq8,30,40,train
steer roping,vmOHjA_rZaA,10,20,train
steer roping,JApvJjg444E,0,10,train
steer roping,rRD2hSMwj8w,61,71,train
steer roping,78ZNaxklQSQ,49,59,train
steer roping,A2lTWv1l0Hc,6,16,train
steer roping,xHFjfiyZiNM,0,10,train
capsizing,pnX4NWiMTbo,71,81,train
capsizing,ENZD73kep4U,28,38,train
capsizing,bI8KVRGkrx0,10,20,train
capsizing,4TCqXEgJpFc,28,38,train
capsizing,BCagz-tSswI,4,14,train
capsizing,6xvQg00o2ic,3,13,train
capsizing,AwjCWUlaI34,38,48,train
capsizing,clE-Y1IDf-Y,72,82,train
capsizing,Z-UNshtWrsE,0,10,train
capsizing,4M06rJrn0xA,5,15,train
capsizing,blZswVXlTKg,9,19,train
capsizing,ah3HCGJfb4U,25,35,train
capsizing,sXesLd9gsrE,4,14,train
capsizing,mj_78jPORvs,9,19,train
capsizing,jpNWMFQBHP8,14,24,train
capsizing,H1eYDNL-4GY,55,65,train
capsizing,oHXz6vbdoSY,4,14,train
capsizing,bQydwDScHWA,53,63,train
capsizing,zjHDb9yYPgc,33,43,train
capsizing,MMZTH4UVAns,12,22,train
capsizing,n1-0aa6Y4P4,0,10,train
capsizing,Hz49oAY3Chg,13,23,train
capsizing,O-KyMkvkkpI,22,32,train
capsizing,9Cj9XdJdPaU,44,54,train
capsizing,Ca-IesRHclg,68,78,train
capsizing,LUHNIAFTPLk,11,21,train
capsizing,AiNgZi-IXSI,45,55,train
capsizing,vetYh3AFzYY,27,37,train
capsizing,9cQdy5dz0wc,20,30,train
capsizing,_XjdqMUjbms,18,28,train
capsizing,M_oggq4cQnU,3,13,train
capsizing,R7PS7Y7yyk4,7,17,train
capsizing,VHrHL_9iKsA,20,30,train
capsizing,l6YZyY4e-H0,9,19,train
capsizing,fXFambAAywk,2,12,train
capsizing,ZRTJIZTrS70,42,52,train
capsizing,yhURH8E5fG0,3,13,train
capsizing,a3GgkMBYJ08,58,68,train
capsizing,GIqLUpYjEvU,60,70,train
capsizing,fSuoHSx4WsA,0,10,train
capsizing,o8Lrnp8uy3E,48,58,train
capsizing,nmJtITy7jRY,44,54,train
capsizing,JgC2SOQNCTk,15,25,train
capsizing,2bmeQBTXkMA,21,31,train
capsizing,Pdv7gXT3Dtw,42,52,train
capsizing,VyBwZOR-OKA,44,54,train
capsizing,tAhCIefWsbg,52,62,train
capsizing,dcIrSWLwhks,0,10,train
capsizing,pBlznte9-ek,0,10,train
capsizing,rAMiQoWxyUo,34,44,train
capsizing,zccjSPyuAio,18,28,train
capsizing,Y8KkK1N2HmA,63,73,train
capsizing,SvfHPaN-5So,32,42,train
capsizing,3uqrv41cJDM,0,10,train
capsizing,5IyuFYByTPA,18,28,train
capsizing,hKcNvWE7-xU,5,15,train
capsizing,Qfy0VnGfA3Y,47,57,train
capsizing,37iZxNeRjQ8,0,10,train
capsizing,dxGD49teIGY,77,87,train
capsizing,X_APtnDraGc,5,15,train
capsizing,nzn8EYTFPm4,4,14,train
capsizing,SRPSInpTdPU,26,36,train
capsizing,7eBhHA3ATt0,9,19,train
capsizing,2cjxEMOfwb0,12,22,train
capsizing,4pDDQHN1eUE,32,42,train
capsizing,7J7JN5TvYLA,1,11,train
capsizing,uKhXk3fSvaA,0,10,train
capsizing,ZcVL1ag_Tzg,12,22,train
capsizing,_BwDnM83aj8,30,40,train
capsizing,giWDdE_CiYs,24,34,train
capsizing,xHE9FMj7j6Y,53,63,train
capsizing,H-pVjIQsFiM,2,12,train
capsizing,w9wHBtZ85jI,6,16,train
capsizing,eL8wf0YlyQE,0,10,train
capsizing,UGd5UhpVKQM,27,37,train
capsizing,d1-rUHsG8B8,11,21,train
capsizing,g8N-MfMLgQ4,21,31,train
capsizing,Z1Oz9jsa1kA,31,41,train
capsizing,Z-3yzkr-e_o,27,37,train
capsizing,vnAHQxL3IK0,0,10,train
capsizing,yfSwQw925BE,0,10,train
capsizing,MNHnNDqHwCg,12,22,train
capsizing,AZEhAlzUyHM,2,12,train
capsizing,jx9in2QirKU,54,64,train
capsizing,K3v2hxv5-aU,66,76,train
capsizing,GhdqCK64nvA,0,10,train
capsizing,F4jnY02w6Oc,7,17,train
capsizing,ketqaCKziFI,64,74,train
capsizing,8pAwwKn0EN4,0,10,train
capsizing,cKqmGveLOsE,21,31,train
capsizing,uNlf42Xi02Q,18,28,train
capsizing,bqL4J76fztg,34,44,train
capsizing,Ae4YzbEUz98,70,80,train
capsizing,1M79g5GTftE,23,33,train
capsizing,kP5DfEzGi1I,3,13,train
capsizing,rFHU16AYdNU,9,19,train
capsizing,S-_oSRgtQoo,5,15,train
capsizing,4xvEWKo2lck,1,11,train
capsizing,FYfBTYbB1Yw,5,15,train
capsizing,SKXdb4hsWCw,2,12,train
capsizing,EH6FMcrcPPQ,6,16,train
capsizing,MzlVtkeErWo,8,18,train
capsizing,nBTn4YvuQbg,64,74,train
capsizing,EBoMaRb6UoA,21,31,train
capsizing,7tLno68tqic,4,14,train
capsizing,tvuAfGjKYJY,69,79,train
capsizing,QH02YQ4m-sA,16,26,train
capsizing,NPQMjbJSc9k,0,10,train
capsizing,8T0_nQK4W_0,10,20,train
capsizing,mekk9b3Tt94,12,22,train
hammer throw,kwcx-LT1GwE,0,10,train
hammer throw,uGNLfErNoXk,2,12,train
hammer throw,qUHHPrGawnM,7,17,train
hammer throw,nmbH0xVmB9M,7,17,train
hammer throw,ng7Oel-YDIM,2,12,train
hammer throw,WtxNnyWhvg0,0,10,train
hammer throw,Sdpslgy8T3Q,21,31,train
hammer throw,coN6TxLEypA,0,10,train
hammer throw,JYpidWJsgLg,7,17,train
hammer throw,f951G_o08NM,7,17,train
hammer throw,XNLyGhFdnHw,51,61,train
hammer throw,g7b9FK00FDg,3,13,train
hammer throw,2S_Cbi1--Ek,17,27,train
hammer throw,2nbhx32D8T8,1,11,train
hammer throw,JmmVd5rvAlU,1,11,train
hammer throw,EM5RKl-H7cE,2,12,train
hammer throw,1HWajOhmPVg,7,17,train
hammer throw,qiE9VKh37xA,2,12,train
hammer throw,P6hf5Ss7Q0U,0,10,train
hammer throw,Xg9jzdlKYH0,3,13,train
hammer throw,nHkBNZWn3oo,5,15,train
hammer throw,UinPPhOHcOI,3,13,train
hammer throw,5oiMA6PATUQ,5,15,train
hammer throw,okK2Lj8xO6w,7,17,train
hammer throw,M2dAPm3_Jqk,4,14,train
hammer throw,-lFeKfEWnfQ,3,13,train
hammer throw,6OkW_mhsbjo,1,11,train
hammer throw,Jll_V_4k3_I,0,10,train
hammer throw,GOitAzSv4fU,1,11,train
hammer throw,LNGqBJe5Kok,12,22,train
hammer throw,fpt1ZOTurQ0,7,17,train
hammer throw,OOVJu2CrBNE,1,11,train
hammer throw,i2NmXvThWEs,6,16,train
hammer throw,3Ld82f18SPc,4,14,train
hammer throw,mSQCsoxmtoQ,3,13,train
hammer throw,s77zQLNwA98,0,10,train
hammer throw,UvCzHlhUHOQ,7,17,train
hammer throw,9tEUSDtnIoM,4,14,train
hammer throw,VrZ6FmVAkhM,2,12,train
hammer throw,WM3Tk-C_NgQ,3,13,train
hammer throw,bHsxCgNeXo8,65,75,train
hammer throw,DPMLnA2MFEg,4,14,train
hammer throw,rRiwt9oYRBY,2,12,train
hammer throw,7E0_DaYIDBc,0,10,train
hammer throw,Wb94fK-EQUQ,41,51,train
hammer throw,IxMPIYBEUxM,5,15,train
hammer throw,lwhrhFn4au0,7,17,train
hammer throw,mhGJaIGC7sE,3,13,train
hammer throw,DHIpAc31uRE,6,16,train
hammer throw,xQCi12r6Lfg,3,13,train
hammer throw,2keFeiel6iw,3,13,train
hammer throw,kIPc-QwnEZo,0,10,train
hammer throw,r5pGF3GrFvg,10,20,train
hammer throw,jTSXcfgFJ9w,0,10,train
hammer throw,76kBFhvU8-s,18,28,train
hammer throw,1jCRF7lxV-E,1,11,train
hammer throw,t7fVqlxLs-Y,3,13,train
hammer throw,Srh-kA3jnUs,16,26,train
hammer throw,U5RcL-oSAtk,5,15,train
hammer throw,IEXuJduvWl8,72,82,train
hammer throw,XMtoYTes7mY,2,12,train
hammer throw,E298ed2R1Jk,4,14,train
hammer throw,bU3xqLdqIL8,3,13,train
hammer throw,E3MNB4EIT9E,0,10,train
hammer throw,SjP75Ww5A0A,2,12,train
hammer throw,5L6KaSd7wt8,2,12,train
hammer throw,rZ4-MRp9k2Y,14,24,train
hammer throw,uTRdisT5Nwc,2,12,train
hammer throw,DQQMOUMparE,1,11,train
hammer throw,S52KJmXdYTY,7,17,train
hammer throw,8d6q8_4rJrw,3,13,train
hammer throw,PELxUvP-_Aw,1,11,train
hammer throw,US7B57-fHNo,2,12,train
hammer throw,Mm5GHLKUSaY,0,10,train
hammer throw,a32reLjdfeM,4,14,train
hammer throw,C6F7K0bNYMI,4,14,train
hammer throw,4f6d-smijYw,0,10,train
hammer throw,1ecszpjpwnM,13,23,train
hammer throw,fV6cCoU-JHM,10,20,train
hammer throw,MN-LoAvOrsw,6,16,train
hammer throw,luRjlZcNSaE,1,11,train
hammer throw,ubtklYpjwi4,1,11,train
hammer throw,1k0kjGrm7Dc,2,12,train
hammer throw,2ykNK9yadF4,63,73,train
hammer throw,LGMC8tNgc9Y,3,13,train
hammer throw,EgS6w8Mv620,2,12,train
hammer throw,m1dUGMjea6E,2,12,train
hammer throw,nNba0GjtcRw,40,50,train
hammer throw,UHttiVGC76M,31,41,train
hammer throw,2i8EKm64r9w,2,12,train
hammer throw,KGLNanFis80,5,15,train
hammer throw,gAoq0pGcfNM,2,12,train
hammer throw,GyieeaqsK-c,0,10,train
hammer throw,WmnLwAMZQAQ,1,11,train
hammer throw,JYSQMVjxSUM,4,14,train
hammer throw,ww-qxWwnN1Y,11,21,train
hammer throw,CaibOorGFvc,1,11,train
hammer throw,0oZXiN-rpz8,4,14,train
hammer throw,L5kTMXSYieg,2,12,train
hammer throw,6-fx_Px-CxU,4,14,train
hammer throw,m0ITvJ466qw,0,10,train
hammer throw,X4OH56CjX7E,1,11,train
hammer throw,ooSyn1Hx2jg,3,13,train
hammer throw,mcptZ82_ThE,1,11,train
hammer throw,6uMKKTRl6IU,24,34,train
hammer throw,BfeTFjrwp40,4,14,train
hammer throw,nNB3rlTzw5M,57,67,train
hammer throw,fdclSJTjIDM,3,13,train
hammer throw,3u410L8GyBY,68,78,train
hammer throw,jRECWpDN-iY,24,34,train
waving hand,GDoZHisvvaE,5,15,train
waving hand,Xj0GYTkXYHM,3,13,train
waving hand,kGXQ2_KLaU0,29,39,train
waving hand,4_dyaIh-hBE,0,10,train
waving hand,_Ekl39sSVT0,0,10,train
waving hand,0-nnZ4zInHs,0,10,train
waving hand,LU4GBFmPPb8,0,10,train
waving hand,UkqVwjL-R-g,54,64,train
waving hand,65VbKCSzZjc,0,10,train
waving hand,hTITcniwuPY,5,15,train
waving hand,7jO2KUnbvhE,33,43,train
waving hand,YvMpMaR-IHI,0,10,train
waving hand,-a_spfZcXYU,0,10,train
waving hand,S1rykxETq58,0,10,train
waving hand,G3jtrPMPYdQ,6,16,train
waving hand,JX9WYJVi680,0,10,train
waving hand,N42i7sd04L0,44,54,train
waving hand,tVleo2Ihyc8,4,14,train
waving hand,YZ1RqvaUXwU,0,10,train
waving hand,597joOWy3c4,2,12,train
waving hand,0xaWWAC-DJE,42,52,train
waving hand,8CTuzJ3FDd8,0,10,train
waving hand,AQSUX0pzHNc,0,10,train
waving hand,yf3rZS136lg,0,10,train
waving hand,eBPvBPWqVVM,0,10,train
waving hand,8XUzlloNB2A,14,24,train
waving hand,LjBfC6b30QY,32,42,train
waving hand,XzHXRfEd_Es,0,10,train
waving hand,y1BpqzAZFuo,0,10,train
waving hand,1OMsnNIWAik,15,25,train
waving hand,SnJFVDfNxrQ,10,20,train
waving hand,ZGF0nu_C39U,0,10,train
waving hand,GPhsjIArSDw,0,10,train
waving hand,U_miiK4qZBA,14,24,train
waving hand,cZrEYtTzHdw,0,10,train
waving hand,cXtmaVO3Htw,15,25,train
waving hand,zg0c-vNJ_WE,6,16,train
waving hand,2PFcgyRlcTw,0,10,train
waving hand,17cQGXgnOOg,2,12,train
waving hand,xaMOYJT7kyo,21,31,train
waving hand,goWrZrJTWLk,0,10,train
waving hand,spkfFXpcbw4,0,10,train
waving hand,_3dyYnnwEDU,35,45,train
waving hand,Y4nCcgVjdlc,23,33,train
waving hand,Od9od5FpSkY,4,14,train
waving hand,vvXYWanALcY,0,10,train
waving hand,aLuZLyQFgUM,2,12,train
waving hand,3fAEfIJL-Gk,24,34,train
waving hand,Wrrmm4aQMRE,0,10,train
waving hand,B7ryvn0UGEw,39,49,train
waving hand,CLLF-j-gr8o,0,10,train
waving hand,kqvVJQe420g,13,23,train
waving hand,QaJPQiuL2_4,0,10,train
waving hand,-gOS-WkFfX0,0,10,train
waving hand,Ya0RWEiw-ec,2,12,train
waving hand,P27reuWs_SI,0,10,train
waving hand,jo-VlyJv6Jk,0,10,train
waving hand,GrTvdbFvs-E,19,29,train
waving hand,7pRBKePE2LU,2,12,train
waving hand,8_Xnw-PATUs,20,30,train
waving hand,MH8_r35ZWwU,5,15,train
waving hand,bTD9OsuvRsM,31,41,train
waving hand,BdMWRfuEpD0,9,19,train
waving hand,NBJaEwmy0MY,0,10,train
waving hand,QR6Q6zHnWqA,62,72,train
waving hand,Fm-oAvdBAiE,0,10,train
waving hand,fZWNJ09jvGM,0,10,train
waving hand,lFKIm1JWLDo,0,10,train
waving hand,yDz2HK1kuFs,21,31,train
waving hand,milGF2Othrg,53,63,train
waving hand,UQvOAb1tyyQ,0,10,train
waving hand,dGfngUrP68A,4,14,train
waving hand,6aTEm2VxbJs,18,28,train
waving hand,QGVaob8C8Ho,19,29,train
waving hand,VkJh62pGpU4,4,14,train
waving hand,uLmAr_s_z9Q,0,10,train
waving hand,Y34sktRun2I,1,11,train
waving hand,RnUj27RbTDk,0,10,train
waving hand,JOryw4aA6p0,0,10,train
waving hand,l8TULvVRTs8,26,36,train
waving hand,yW1iH3d9SXM,5,15,train
waving hand,rZ1RwiGjTm0,0,10,train
waving hand,RZwAQOE3FxM,16,26,train
waving hand,DkER7RyaoxI,34,44,train
waving hand,RIlWX7XA2hA,0,10,train
waving hand,Z9L9KUgH9-Y,0,10,train
waving hand,zQFcQYIsaKw,0,10,train
waving hand,tKTO80JpRiY,0,10,train
waving hand,52KktXl2zA0,1,11,train
waving hand,3o4Xv7RnQ5w,0,10,train
waving hand,84rxQvsA1EA,28,38,train
waving hand,UMxCKtAXChk,0,10,train
waving hand,_J4gFJcbYAY,0,10,train
waving hand,voceFe2ntuM,3,13,train
waving hand,smFBav-kHGA,0,10,train
waving hand,ZDp0n9VtxCA,15,25,train
waving hand,RjFBiQfb2y4,55,65,train
waving hand,arzmKVfN4rk,14,24,train
waving hand,uugRRiuGEXM,0,10,train
waving hand,6ZVAq7C92dc,1,11,train
waving hand,VC46TO8cMcQ,13,23,train
waving hand,wR-3Bi008pM,0,10,train
waving hand,tOwtRjM0byg,28,38,train
waving hand,IGKQO7wdda0,7,17,train
waving hand,MHAOkoS_Fok,0,10,train
waving hand,yO7QIeSfHXY,0,10,train
waving hand,b7Jh7zy8qzI,17,27,train
waving hand,G2N0D-dab_o,3,13,train
waving hand,jXnALks-TaU,29,39,train
waving hand,38PdndVvCTc,0,10,train
parkour,0t7dUcSKsMw,66,76,train
parkour,gTqedSdvy4o,64,74,train
parkour,uCUrF4p8C6s,0,10,train
parkour,Xq2FBUfagws,5,15,train
parkour,QHKV9tGX1Yc,35,45,train
parkour,mTavs_dGX2Y,50,60,train
parkour,zIVKNhZUQGY,0,10,train
parkour,UgN-7_oBGj8,0,10,train
parkour,DbMzg4RDt-8,12,22,train
parkour,L1MTAEndL9o,19,29,train
parkour,JireAdzE12o,9,19,train
parkour,Wqectm1GFN4,21,31,train
parkour,3zLuptED4q4,0,10,train
parkour,_MkBW0Jf5-4,33,43,train
parkour,wv9ITXkdjls,1,11,train
parkour,30ITEHBxk70,0,10,train
parkour,Ho6OPQ-sBZk,45,55,train
parkour,XGtN80iSpVc,3,13,train
parkour,HIsWL5n1mvI,9,19,train
parkour,p8UCKcNDXc8,1,11,train
parkour,VOIesZ-Glzs,8,18,train
parkour,A0j29PIgHRU,1,11,train
parkour,eJ0t68aAHhk,30,40,train
parkour,P9dK7DPr-uM,2,12,train
parkour,atTMOiObkO0,3,13,train
parkour,W3quRSb6CRc,0,10,train
parkour,aQ2JwOwq-rU,16,26,train
parkour,N59e1zlBGQQ,0,10,train
parkour,5jzLalRstQE,56,66,train
parkour,91F766EWwts,0,10,train
parkour,8wSY93OTpxI,27,37,train
parkour,aAwA8OK8nVo,28,38,train
parkour,9mUW__JGtGw,55,65,train
parkour,jviD26LPjYc,0,10,train
parkour,7U07TgQutZ4,56,66,train
parkour,yejjBd2dWEM,0,10,train
parkour,DhO_Bmztvjg,43,53,train
parkour,OCC_wxUVTwc,0,10,train
parkour,fJp7n5ozF6o,0,10,train
parkour,TTJ6XhRBlW8,15,25,train
parkour,8i55C2N_BYU,1,11,train
parkour,fe9jyvaorNU,5,15,train
parkour,jbN2kV7HNfE,2,12,train
parkour,shHsLDHYAwY,3,13,train
parkour,M7JjdlJjFHI,0,10,train
parkour,VCxtpNG5fDY,4,14,train
parkour,n86rqTfejGA,0,10,train
parkour,APAG1HQL25E,0,10,train
parkour,lAE7C_XDI00,9,19,train
parkour,AfQJpUbAGEU,11,21,train
parkour,_5z_IkQg4pg,3,13,train
parkour,nAgCJOqlD4Q,29,39,train
parkour,m0jLNiOqMzA,14,24,train
parkour,AaHkcSEoCrI,0,10,train
parkour,U5HKDElD4yg,33,43,train
parkour,p2sSweCUcf0,1,11,train
parkour,JiSKgACn2VI,0,10,train
parkour,xE0V2zzlcdk,61,71,train
parkour,3BrKOXk_f8g,2,12,train
parkour,HFav2pTk3To,0,10,train
parkour,RiEayCKI6II,0,10,train
parkour,Y8N-EPzuMWA,30,40,train
parkour,o4unSbf9ZbE,41,51,train
parkour,xkO6xNH5agg,0,10,train
parkour,KcCqyEsqKz8,29,39,train
parkour,Fy_DKhkikes,31,41,train
parkour,I6NsA9QAxt8,40,50,train
parkour,pIVYm1rDgIs,34,44,train
parkour,xboVVwDROUo,3,13,train
parkour,qdo6hXHL0Xo,43,53,train
parkour,GMqUz-U9qVc,28,38,train
parkour,VeI55gcTkfU,6,16,train
parkour,FESQKVYD92Q,3,13,train
parkour,aC_sukiESwg,12,22,train
parkour,AHhBBfm6_cU,36,46,train
parkour,sH9fJdKbpt8,14,24,train
parkour,utV-dv4Cv7o,12,22,train
parkour,2EI7nlBAZTU,3,13,train
parkour,0dN_4oIW9Zk,1,11,train
parkour,JMLKQAJ5Ac0,7,17,train
parkour,Fkm2mGhVc28,80,90,train
parkour,MHQFIdHkza4,34,44,train
parkour,4va-cnUt-LY,16,26,train
parkour,_EeVe3mktkc,19,29,train
parkour,1Sl2m2_pJNE,68,78,train
parkour,h4tGTizZl6E,21,31,train
parkour,1FkJ84xxqi8,0,10,train
parkour,XNAn-yZZ7x4,10,20,train
parkour,3BbcVh6K-OA,0,10,train
parkour,upUeEcrK4xo,34,44,train
parkour,kC4XgvvRLXc,35,45,train
parkour,PmRhqj9KNoE,0,10,train
parkour,wAS6Dyb_xec,12,22,train
parkour,atTf4Fs3amo,32,42,train
parkour,pjRt7TQkGyQ,14,24,train
parkour,BNjaT9rUxjY,0,10,train
parkour,7uSpAHrpqI8,0,10,train
parkour,g7ewAEbwXvQ,1,11,train
parkour,wM3lswCyv80,54,64,train
parkour,bjMt2Iq3Sxg,21,31,train
parkour,Pg4VtQT5dAk,4,14,train
parkour,eBxgVXJvyCQ,18,28,train
parkour,miHdBHZAaNk,2,12,train
parkour,bLOrPsLdXYU,21,31,train
parkour,1KxVx7NaAh0,0,10,train
parkour,e4OFslpn_kY,23,33,train
parkour,gsuvx-T2M5k,14,24,train
parkour,b9IWgzk_yn0,15,25,train
parkour,F37E69XQ1AM,23,33,train
parkour,EcPSuVze2WQ,1,11,train
polishing furniture,iIgqUkrOZm0,59,69,train
polishing furniture,K4XG_phS-cU,58,68,train
polishing furniture,mNhuwHf1qZw,28,38,train
polishing furniture,UWUt9CG1yLc,51,61,train
polishing furniture,raZ96lqP2GE,40,50,train
polishing furniture,vJcgfWumgwQ,57,67,train
polishing furniture,hjwLRBggbN8,61,71,train
polishing furniture,rtOhDkS3Zso,80,90,train
polishing furniture,JleEP9Rc3UU,38,48,train
polishing furniture,dzvgVrPVJxs,51,61,train
polishing furniture,DabkIGv2SUk,14,24,train
polishing furniture,Yvkz2uqPKig,15,25,train
polishing furniture,W4fhKmgtmIs,20,30,train
polishing furniture,ulbbYO9xgCM,62,72,train
polishing furniture,YGJu867PzDQ,46,56,train
polishing furniture,QEnpy7kfP00,56,66,train
polishing furniture,PQCMRv7GzlQ,19,29,train
polishing furniture,ZSh4Qnrl8kc,63,73,train
polishing furniture,pi2Bt8tnEak,79,89,train
polishing furniture,lXpHvCdhnHE,15,25,train
polishing furniture,lbJvizPjbzg,6,16,train
polishing furniture,CKDWO-FBWKU,75,85,train
polishing furniture,UQearmKZEac,47,57,train
polishing furniture,f5O9ptI6qsw,2,12,train
polishing furniture,n0knaOVbfCc,14,24,train
polishing furniture,KJh5NoG0XuA,49,59,train
polishing furniture,oviqOsBplt8,23,33,train
polishing furniture,R9Up1GahBuQ,38,48,train
polishing furniture,F6gLXKMW1zU,31,41,train
polishing furniture,-73M97m1xPM,0,10,train
polishing furniture,UQCOmf9tLwk,17,27,train
polishing furniture,ogxinngX6C0,24,34,train
polishing furniture,gWct2bYHrjE,17,27,train
polishing furniture,50_UdF1dYKo,0,10,train
polishing furniture,ZHQkJFFfYbE,5,15,train
polishing furniture,r6iAqHktuQg,51,61,train
polishing furniture,OQl2oBTh0jg,6,16,train
polishing furniture,CPt4YaFnzmk,71,81,train
polishing furniture,exCpME4YB3g,53,63,train
polishing furniture,X33vQZbQXAM,8,18,train
polishing furniture,KgONRjXP8_Y,3,13,train
polishing furniture,jxxMPYRlrJU,16,26,train
polishing furniture,L7y8xDrnORk,1,11,train
polishing furniture,K5YfUVVyTS0,17,27,train
polishing furniture,IF5Kdew_tXs,2,12,train
polishing furniture,pE7HZTj4BRw,17,27,train
polishing furniture,ZHRC3klDtYI,33,43,train
polishing furniture,qhQV33N7xIs,9,19,train
polishing furniture,2HjxHtPkb0I,4,14,train
polishing furniture,s_F64jgOHks,15,25,train
polishing furniture,i4nBVzyzh60,3,13,train
polishing furniture,mGUeiMzxkro,57,67,train
polishing furniture,PcVxu3EEc6g,70,80,train
polishing furniture,lLQOnL4lCvk,4,14,train
polishing furniture,iMXqZxzCJjs,0,10,train
polishing furniture,Z_a-3UmoHU0,68,78,train
polishing furniture,s9HsOWfQ6dM,57,67,train
polishing furniture,iIVOAvu3qtM,53,63,train
polishing furniture,QyiBPmQU4Kk,31,41,train
polishing furniture,o2fzrpLQK6c,9,19,train
polishing furniture,zQt8uFkAWdc,18,28,train
polishing furniture,RnkXFZsSCq0,18,28,train
polishing furniture,WR7nZPQH6vY,16,26,train
polishing furniture,V8Xw9df86Jc,25,35,train
polishing furniture,VghD2oVTsSM,48,58,train
polishing furniture,MNJOVLrdsK8,64,74,train
polishing furniture,X1DdU5iW0eo,40,50,train
polishing furniture,qn8P7VHQLfI,34,44,train
polishing furniture,Q9nJFTgb8y4,0,10,train
polishing furniture,HZmFP7BbOQw,0,10,train
polishing furniture,KAt3850A6QU,0,10,train
polishing furniture,D-zJVsXa-04,79,89,train
polishing furniture,Xd5zZBpTo2I,18,28,train
polishing furniture,SiPNkeq2KBI,0,10,train
polishing furniture,gAIQ0aBPqD4,7,17,train
polishing furniture,IZEh24DaJT4,10,20,train
polishing furniture,dotolfNbgXo,23,33,train
polishing furniture,cWgH7YxzsXw,30,40,train
polishing furniture,gQjyVzGCodE,73,83,train
polishing furniture,KkpbRdIoVqE,36,46,train
polishing furniture,TBREucIy2AA,0,10,train
polishing furniture,Ni_MWp2cBRs,20,30,train
polishing furniture,OsYZ1XSQyDo,49,59,train
polishing furniture,GviRoke5ob8,3,13,train
polishing furniture,EgA4Ji7kYRI,43,53,train
polishing furniture,d0z7aQr9Wys,76,86,train
polishing furniture,YN0BfQ1K9NM,20,30,train
polishing furniture,XZ6uIu6tWVE,0,10,train
polishing furniture,rY3DHRo5Gr4,66,76,train
polishing furniture,gZsiUiOKW48,38,48,train
polishing furniture,CxrXLY_s5Uk,67,77,train
polishing furniture,Je4oho_sCAM,15,25,train
polishing furniture,Gd0aw72hfxE,40,50,train
polishing furniture,r0fHr779EnI,3,13,train
polishing furniture,E5sSS_K_YvQ,14,24,train
polishing furniture,kqFWMuZbGfM,0,10,train
polishing furniture,ET93Jj6Tx4s,0,10,train
polishing furniture,Yf4uLX9f0IY,61,71,train
polishing furniture,NMJsi87O7Sg,49,59,train
polishing furniture,N77ch9rQGYs,36,46,train
polishing furniture,bX-woxMIpIo,60,70,train
polishing furniture,UIN7eLqVz8M,17,27,train
polishing furniture,x46se0TqRck,41,51,train
polishing furniture,wOK64DynbMQ,41,51,train
polishing furniture,K_ENKmiWurU,51,61,train
polishing furniture,ETmX8Ua_bE4,2,12,train
polishing furniture,w8bZe-njJwU,1,11,train
polishing furniture,tBQuaP8c3uE,15,25,train
polishing furniture,MmZ2E2Vgtqk,47,57,train
polishing furniture,DYt7-QHKU_k,40,50,train
drumming fingers,ImlMyNdsuj8,5,15,train
drumming fingers,UH19zDlBva0,7,17,train
drumming fingers,RG_b9J6HABE,57,67,train
drumming fingers,cWkHUPpRKFk,0,10,train
drumming fingers,HUq_3bz_luc,15,25,train
drumming fingers,zIHt3vLzeas,2,12,train
drumming fingers,E3xWiIYj25g,2,12,train
drumming fingers,hjO8PCJuZik,26,36,train
drumming fingers,Do3z8XgoGKQ,5,15,train
drumming fingers,sTZP1E67RVE,42,52,train
drumming fingers,omIlmkCrk_A,68,78,train
drumming fingers,dZmE1Gtpm34,37,47,train
drumming fingers,zJb4jxtdwbg,31,41,train
drumming fingers,Hj25kohiodo,0,10,train
drumming fingers,OTgSnfd2-ms,11,21,train
drumming fingers,0r5pzTSZRng,40,50,train
drumming fingers,KV2gLooBMTo,2,12,train
drumming fingers,fp3yApjjqt0,38,48,train
drumming fingers,iyuysrgrf3E,4,14,train
drumming fingers,UV8QFob7oEI,0,10,train
drumming fingers,DgLG13XCBFM,54,64,train
